HostStar,HostStarClass,HostStarRadiusSlrRad,HostStarTempK,DistFromSunParsec,HostStarInnerHabitabilityAU,HostStarOuterHabitabilityAU,HostStarColor,HostStarMetallicity,HostStarLuminosity,HostStarMassSlrMass,RightAscension,Declination,HostStarPlanetList,DistFromSunLY,HabitablePlanets,HabitablePlanetsList,Planets,Coordinates
Kepler-1388,K,0.61,4098.0,,0.2931735296513869,0.42236037178559255,#ffd2a1,0.02,3.6171306135296484e+25,0.63,18 53 21,+47 10 28,"['Kepler-1388 b', 'Kepler-1388 c', 'Kepler-1388 d', 'Kepler-1388 e']",,0,[],4,nan
Kepler-1389,K,0.74,5078.0,,0.5460949059372465,0.7867314889449213,#ffd2a1,-0.14,1.2550208202170887e+26,0.81,19 02 52,+44 45 30,['Kepler-1389 b'],,0,[],1,nan
Kepler-139,G,1.3,5594.0,476.47,1.164231348190616,1.6772495990717216,#fff4ea,,5.704180475364525e+26,1.084,18 49 34,+43 53 21,"['Kepler-139 b', 'Kepler-139 c']",1553.2922,0,[],2,1452.5928775386146 -533.0294456126915 -144.51913358875706
Kepler-1390,G,0.98,5753.0,,0.9282518775214976,1.3372858339797915,#fff4ea,-0.01,3.6261549033286444e+26,0.98,19 54 39,+48 14 56,['Kepler-1390 b'],,0,[],1,nan
Kepler-1391,G,1.1,5840.0,,1.07366647349068,1.5467773351041498,#fff4ea,0.04,4.851247855586241e+26,1.03,19 39 19,+46 39 35,['Kepler-1391 b'],,0,[],1,nan
Kepler-1392,G,0.85,5479.0,,0.7302516369329057,1.0520368371550235,#fff4ea,-0.11,2.2441906993349456e+26,0.88,19 15 04,+46 23 40,['Kepler-1392 b'],,0,[],1,nan
Kepler-1393,G,0.92,5697.0,,0.8545378011462715,1.231089668382258,#fff4ea,-0.09,3.073103855833573e+26,0.95,18 57 50,+40 08 33,['Kepler-1393 b'],,0,[],1,nan
Kepler-1394,F,2.55,6481.0,,3.065315885822168,4.416046560259467,#f8f7ff,0.06,3.954259363540349e+27,1.64,18 53 49,+45 05 03,['Kepler-1394 b'],,0,[],1,nan
Kepler-1395,F,1.23,6138.0,,1.326202652537094,1.9105935179573128,#f8f7ff,0.12,7.401750884651207e+26,1.17,19 29 21,+47 39 51,['Kepler-1395 b'],,0,[],1,nan
Kepler-1396,F,1.27,6195.0,,1.394881630391668,2.009535870136942,#f8f7ff,0.04,8.188217870552162e+26,1.18,19 37 21,+44 55 06,['Kepler-1396 b'],,0,[],1,nan
Kepler-1397,F,1.12,6026.0,,1.1639311464180029,1.6768171134634802,#f8f7ff,0.0,5.701239162510556e+26,1.09,19 58 42,+47 04 33,['Kepler-1397 b'],,0,[],1,nan
Kepler-1398,F,1.18,6126.0,,1.267322089823914,1.825767250087717,#f8f7ff,0.01,6.759097162524516e+26,1.13,19 39 28,+48 38 20,"['Kepler-1398 b', 'Kepler-1398 c']",,0,[],2,nan
Kepler-1399,G,0.96,5735.0,,0.9036267734368976,1.3018096839713034,#fff4ea,-0.03,3.4363141467473406e+26,0.97,19 33 15,+46 02 30,['Kepler-1399 b'],,0,[],1,nan
Kepler-14,F,2.048,6395.0,980.0,2.3969670416233195,3.4531899658937992,#f8f7ff,0.12,2.4179026145678886e+27,1.5119999999999998,19 10 50,+47 19 59,['Kepler-14 b'],3194.8,0,[],1,-781.3396086300145 3027.4667450867187 -663.6990133505725
Kepler-140,F,1.288,6077.0,638.17,1.361273368776822,1.9611181364909585,#f8f7ff,,7.798397646652966e+26,1.207,19 09 28,+46 46 05,"['Kepler-140 b', 'Kepler-140 c']",2080.4342,0,[],2,173.56880263730147 1943.307586385604 725.1137194297365
Kepler-1400,K,0.78,5044.0,,0.5679312565315466,0.8181900219387287,#ffd2a1,0.04,1.3573949277105763e+26,0.83,19 05 05,+45 26 27,['Kepler-1400 b'],,0,[],1,nan
Kepler-1401,G,1.1,5964.0,,1.1197445756962543,1.6131597414621264,#fff4ea,0.04,5.276581062373857e+26,1.07,19 09 52,+40 45 30,['Kepler-1401 b'],,0,[],1,nan
Kepler-1402,G,0.87,5416.0,,0.7303441863249178,1.052170168413358,#fff4ea,0.03,2.2447595762418807e+26,0.9,19 27 23,+48 58 05,['Kepler-1402 b'],,0,[],1,nan
Kepler-1403,F,1.15,6060.0,,1.2086320354152629,1.741215437959145,#f8f7ff,0.03,6.1475615039884966e+26,1.11,19 23 28,+38 57 36,['Kepler-1403 b'],,0,[],1,nan
Kepler-1404,G,0.8,5261.0,,0.6336910934790412,0.9129269145044738,#fff4ea,-0.09,1.6899345545464625e+26,0.84,19 44 02,+50 29 54,['Kepler-1404 b'],,0,[],1,nan
Kepler-1405,G,1.07,5925.0,,1.075007513428261,1.5487093039530753,#fff4ea,0.03,4.8633741167575796e+26,1.05,19 42 44,+39 15 22,['Kepler-1405 b'],,0,[],1,nan
Kepler-1406,G,1.12,5892.0,,1.1127420793274003,1.6030715968288334,#fff4ea,0.04,5.2107915839015546e+26,1.05,19 28 20,+38 54 54,['Kepler-1406 b'],,0,[],1,nan
Kepler-1407,F,1.15,6010.0,,1.1887698913614908,1.7126010451216145,#f8f7ff,0.05,5.947168914521083e+26,1.1,18 55 46,+41 28 18,['Kepler-1407 b'],,0,[],1,nan
Kepler-1408,F,1.35,6170.0,,1.4708050391378975,2.118914909859314,#f8f7ff,0.0,9.103845905947096e+26,1.21,18 50 48,+45 25 33,['Kepler-1408 b'],,0,[],1,nan
Kepler-1409,K,0.79,5160.0,,0.6019736855982336,0.8672332388150533,#ffd2a1,-0.03,1.5249994747455887e+26,0.83,19 20 20,+51 12 31,['Kepler-1409 b'],,0,[],1,nan
Kepler-141,K,0.787,4910.0,313.46,0.5429861212987748,0.7822528191370856,#ffd2a1,,1.2407724395504064e+26,1.001,19 51 53,+47 43 54,"['Kepler-141 c', 'Kepler-141 b']",1021.8796,0,[],2,744.2446550862066 -387.9388140870039 -583.8180221899885
Kepler-1410,K,0.6,4092.0,,0.28752361030614504,0.4142208169013146,#ffd2a1,0.01,3.479058295823894e+25,0.63,19 22 02,+38 44 37,['Kepler-1410 b'],,0,[],1,nan
Kepler-1411,G,0.92,5664.0,,0.8446666150470079,1.2168687466100665,#fff4ea,-0.04,3.0025160556535192e+26,0.95,19 05 27,+42 57 50,['Kepler-1411 b'],,0,[],1,nan
Kepler-1412,G,1.27,5880.0,,1.2566356773652028,1.8103718726657432,#fff4ea,0.04,6.645588581133611e+26,1.06,19 28 43,+49 12 09,['Kepler-1412 b'],,0,[],1,nan
Kepler-1413,K,0.8,5196.0,,0.6181292349015326,0.8905077268571887,#ffd2a1,-0.05,1.6079526234649805e+26,0.84,19 37 22,+46 29 56,['Kepler-1413 b'],,0,[],1,nan
Kepler-1414,K,0.75,4951.0,,0.5261361331715336,0.7579778879778267,#ffd2a1,-0.02,1.1649597945567198e+26,0.8,18 59 43,+42 25 20,['Kepler-1414 b'],,0,[],1,nan
Kepler-1415,G,0.84,5267.0,,0.6668941923107606,0.9607609504888084,#fff4ea,0.12,1.871666859245464e+26,0.89,19 00 38,+47 52 24,['Kepler-1415 b'],,0,[],1,nan
Kepler-1416,F,1.15,6019.0,,1.1923329329147725,1.7177341400395658,#f8f7ff,0.03,5.982872655015529e+26,1.09,19 54 39,+43 53 39,['Kepler-1416 b'],,0,[],1,nan
Kepler-1417,G,1.02,5839.0,,0.995240715630028,1.4337932867592005,#fff4ea,0.02,4.1684149952635375e+26,1.02,19 23 48,+40 36 19,['Kepler-1417 b'],,0,[],1,nan
Kepler-1418,K,0.72,4770.0,,0.4688352606283262,0.6754274003544517,#ffd2a1,0.0,9.250287141338726e+25,0.77,18 51 59,+41 40 43,['Kepler-1418 b'],,0,[],1,nan
Kepler-1419,G,1.01,5796.0,,0.9710221572449119,1.3989028267104642,#fff4ea,0.04,3.968011843767172e+26,1.01,19 29 01,+37 58 17,['Kepler-1419 b'],,0,[],1,nan
Kepler-142,G,1.269,5790.0,627.86,1.2175022209680082,1.753994268545656,#fff4ea,,6.238126884187577e+26,0.988,19 40 28,+48 28 52,"['Kepler-142 c', 'Kepler-142 b', 'Kepler-142 d']",2046.8236,0,[],3,-425.9788296183802 83.27732269781296 -2001.2782388301036
Kepler-1420,K,0.79,5187.0,,0.6082898920526193,0.8763326800556083,#ffd2a1,-0.1,1.5571694673122232e+26,0.82,19 44 49,+42 46 40,['Kepler-1420 b'],,0,[],1,nan
Kepler-1421,F,1.42,6335.0,,1.6309197629634802,2.3495841464842404,#f8f7ff,0.05,1.1193859992458199e+27,1.25,19 06 19,+48 32 39,['Kepler-1421 b'],,0,[],1,nan
Kepler-1422,F,1.23,6194.0,,1.3505122443778068,1.9456151253309684,#f8f7ff,0.0,7.675589356695694e+26,1.15,19 35 34,+48 20 10,['Kepler-1422 b'],,0,[],1,nan
Kepler-1423,K,0.75,4939.0,,0.5235887761710996,0.7543080387555817,#ffd2a1,-0.02,1.1537064919778426e+26,0.79,19 12 59,+41 06 36,['Kepler-1423 b'],,0,[],1,nan
Kepler-1424,G,1.07,5838.0,,1.0436694511063471,1.5035621323477044,#fff4ea,0.01,4.583957928063811e+26,1.02,19 23 58,+40 13 46,['Kepler-1424 b'],,0,[],1,nan
Kepler-1425,G,0.95,5718.0,,0.8889204959785171,1.2806230890481884,#fff4ea,-0.03,3.325374174710294e+26,0.97,19 39 48,+43 00 45,['Kepler-1425 b'],,0,[],1,nan
Kepler-1426,G,1.02,5831.0,,0.9925154299930016,1.4298671046913811,#fff4ea,0.03,4.145617359426149e+26,1.02,19 30 11,+49 25 01,['Kepler-1426 b'],,0,[],1,nan
Kepler-1427,G,1.01,5793.0,,0.9700172184690168,1.397455061915622,#fff4ea,0.06,3.959802874508052e+26,1.01,19 41 24,+45 06 52,['Kepler-1427 b'],,0,[],1,nan
Kepler-1428,F,1.36,6184.0,,1.4884316036852236,2.1443086156429296,#f8f7ff,0.35,9.323359818994609e+26,1.28,19 50 34,+49 35 42,['Kepler-1428 b'],,0,[],1,nan
Kepler-1429,G,1.07,5902.0,,1.0666776626191594,1.5367089064791486,#fff4ea,0.04,4.788297009011282e+26,1.05,19 01 28,+49 02 42,['Kepler-1429 b'],,0,[],1,nan
Kepler-143,G,1.359,5848.0,890.59,1.3301027678896866,1.9162122181594992,#fff4ea,,7.445349243391226e+26,1.008,19 52 16,+49 24 45,"['Kepler-143 c', 'Kepler-143 b']",2903.3234,0,[],2,-1770.9455945518007 716.8965933289114 -2187.964272775505
Kepler-1430,K,0.72,4796.0,,0.4739601823166576,0.6828106174962911,#ffd2a1,-0.03,9.453625534839811e+25,0.77,19 18 47,+43 22 20,['Kepler-1430 b'],,0,[],1,nan
Kepler-1431,G,1.03,5806.0,,0.9936702793403618,1.4315308381133154,#fff4ea,0.07,4.155270305186537e+26,1.03,19 30 38,+49 51 55,['Kepler-1431 b'],,0,[],1,nan
Kepler-1432,F,1.13,6031.0,,1.176272958293998,1.694597341639781,#f8f7ff,0.02,5.822787028644268e+26,1.09,19 42 06,+49 49 46,['Kepler-1432 b'],,0,[],1,nan
Kepler-1433,F,1.19,6097.0,,1.2659902588351652,1.8238485481086115,#f8f7ff,0.07,6.744898333302436e+26,1.14,19 09 27,+49 27 25,['Kepler-1433 b'],,0,[],1,nan
Kepler-1434,F,2.04,6291.0,,2.3105775554945023,3.3287329744214738,#f8f7ff,0.19,2.2467553297733566e+27,1.47,19 42 09,+51 12 11,['Kepler-1434 b'],,0,[],1,nan
Kepler-1435,F,1.32,6356.0,,1.5261341861020234,2.198624831522896,#f8f7ff,-0.03,9.801671012227485e+26,1.21,19 24 42,+44 55 16,['Kepler-1435 b'],,0,[],1,nan
Kepler-1436,G,1.09,5972.0,,1.112543776413808,1.6027859117862215,#fff4ea,-0.01,5.2089345083072616e+26,1.06,19 50 51,+46 46 05,['Kepler-1436 b'],,0,[],1,nan
Kepler-1437,G,0.9,5557.0,,0.7953793575864291,1.1458630715407794,#fff4ea,-0.02,2.662338736029925e+26,0.93,19 27 28,+49 19 33,['Kepler-1437 b'],,0,[],1,nan
Kepler-1438,G,0.96,5530.0,,0.8401803270058633,1.2104055768714876,#fff4ea,0.2,2.970706156827264e+26,0.97,19 17 10,+40 40 54,['Kepler-1438 b'],,0,[],1,nan
Kepler-1439,M,0.43,3578.0,,0.1575433734180931,0.2269648213068388,#ffcc6f,-0.03,1.0445156732945142e+25,0.46,19 02 58,+40 58 48,['Kepler-1439 b'],,0,[],1,nan
Kepler-144,F,1.235,6075.0,385.13,1.304399232849619,1.8791824268661443,#f8f7ff,,7.160374698276364e+26,1.1540000000000001,18 47 39,+42 46 31,"['Kepler-144 b', 'Kepler-144 c']",1255.5238,0,[],2,301.34222317973774 -330.07023703826474 -1173.9247808452524
Kepler-1440,G,0.96,5698.0,,0.8920046850709453,1.2850663252888002,#fff4ea,0.04,3.34848957142385e+26,0.98,19 01 23,+48 18 44,['Kepler-1440 b'],,0,[],1,nan
Kepler-1441,G,1.0,5802.0,,0.9633995996679124,1.3879213910535446,#fff4ea,0.01,3.9059583038319554e+26,1.0,19 34 53,+43 07 29,['Kepler-1441 b'],,0,[],1,nan
Kepler-1442,F,1.44,6394.0,,1.684840403235576,2.427264903336061,#f8f7ff,0.26,1.1946266997454512e+27,1.34,19 25 01,+48 50 49,['Kepler-1442 b'],,0,[],1,nan
Kepler-1443,F,1.27,6289.0,,1.4375333305179283,2.070982031200786,#f8f7ff,0.0,8.696620638848608e+26,1.19,18 53 45,+47 04 01,['Kepler-1443 b'],,0,[],1,nan
Kepler-1444,G,1.05,5810.0,,1.0143610776819558,1.4613390315422647,#fff4ea,0.06,4.330119009426024e+26,1.03,19 01 19,+42 02 26,['Kepler-1444 b'],,0,[],1,nan
Kepler-1445,F,1.26,6150.0,,1.36386627106659,1.9648536005228316,#f8f7ff,-0.03,7.828134128959084e+26,1.13,18 40 59.9,+43 54 54,['Kepler-1445 b'],,0,[],1,nan
Kepler-1446,K,0.75,4865.0,,0.5080166720727938,0.7318740909013358,#ffd2a1,0.11,1.0861019919558273e+26,0.81,19 17 42,+46 43 34,['Kepler-1446 b'],,0,[],1,nan
Kepler-1447,G,0.95,5722.0,,0.8901646112860427,1.2824154234531928,#fff4ea,-0.03,3.334688942607046e+26,0.97,19 18 34,+50 43 38,['Kepler-1447 b'],,0,[],1,nan
Kepler-1448,G,0.93,5774.0,,0.8873348121788777,1.2783386740808942,#fff4ea,-0.16,3.31352094617622e+26,0.95,19 11 28,+50 35 44,['Kepler-1448 b'],,0,[],1,nan
Kepler-1449,G,1.1,5979.0,,1.1253841768290147,1.6212844314161876,#fff4ea,0.04,5.3298659826960166e+26,1.08,19 12 56,+50 34 04,['Kepler-1449 b'],,0,[],1,nan
Kepler-1450,K,0.68,4524.0,,0.3982952414446818,0.5738039394519816,#ffd2a1,-0.02,6.6761320077519755e+25,0.71,19 38 13,+45 04 53,['Kepler-1450 b'],,0,[],1,nan
Kepler-1451,G,0.99,5782.0,,0.9472015102754132,1.364585617642598,#fff4ea,0.01,3.775717071464416e+26,1.0,19 33 47,+40 24 36,['Kepler-1451 b'],,0,[],1,nan
Kepler-1452,F,2.06,6101.0,,2.19442267874581,3.1613944804359373,#f8f7ff,0.14,2.0265403052566972e+27,1.41,19 29 41,+38 15 59,['Kepler-1452 b'],,0,[],1,nan
Kepler-1453,G,0.94,5665.0,,0.8633337015218581,1.2437614800469718,#fff4ea,0.01,3.136693391974011e+26,0.97,19 04 30,+47 56 51,['Kepler-1453 b'],,0,[],1,nan
Kepler-1454,G,0.86,5448.0,,0.7305057885237887,1.0524029805805328,#fff4ea,-0.02,2.2457530755363992e+26,0.9,18 56 54,+48 49 54,['Kepler-1454 b'],,0,[],1,nan
Kepler-1455,K,0.6,4075.0,,0.2851395691967196,0.4107862486763919,#ffd2a1,-0.02,3.4216033155362982e+25,0.62,19 36 20,+50 30 10,['Kepler-1455 b'],,0,[],1,nan
Kepler-1456,K,0.62,4231.0,,0.3176352938052089,0.4576012061638707,#ffd2a1,-0.09,4.245923697845581e+25,0.64,19 07 47,+43 49 22,['Kepler-1456 b'],,0,[],1,nan
Kepler-1457,G,1.01,5866.0,,0.994618433032708,1.4328967954918188,#fff4ea,-0.05,4.163203952085055e+26,1.01,18 55 05,+42 01 38,['Kepler-1457 b'],,0,[],1,nan
Kepler-1458,G,0.94,5653.0,,0.8596800274619918,1.2384978154311947,#fff4ea,0.02,3.1102002650816966e+26,0.96,18 52 51,+41 02 17,['Kepler-1458 b'],,0,[],1,nan
Kepler-1459,K,0.74,4828.0,,0.49364785602638794,0.7111736596765414,#ffd2a1,0.01,1.0255319381990851e+26,0.78,18 49 42,+46 00 50,['Kepler-1459 b'],,0,[],1,nan
Kepler-146,G,1.208,5948.0,844.99,1.2230940869029117,1.7620501887989255,#fff4ea,,6.295560661562782e+26,1.09,19 36 26,+38 42 36,"['Kepler-146 b', 'Kepler-146 c']",2754.6674,0,[],2,528.4919907859404 -1364.9902613354475 2335.1601602049923
Kepler-1460,K,0.67,4422.0,,0.3749413094281439,0.540159103163762,#ffd2a1,-0.02,5.916178425646017e+25,0.7,19 02 14,+44 00 39,['Kepler-1460 b'],,0,[],1,nan
Kepler-1461,K,0.74,4919.0,,0.512432159272414,0.7382352614253723,#ffd2a1,-0.04,1.1050640094360064e+26,0.79,19 03 19,+43 11 54,['Kepler-1461 b'],,0,[],1,nan
Kepler-1462,G,1.0,5756.0,,0.948183913770746,1.366000916991163,#fff4ea,0.06,3.7835532101806735e+26,1.0,19 45 35,+42 23 49,['Kepler-1462 b'],,0,[],1,nan
Kepler-1463,G,0.95,5679.0,,0.8768359657286264,1.263213513581852,#fff4ea,0.0,3.235574397907876e+26,0.96,19 37 57,+42 00 25,['Kepler-1463 b'],,0,[],1,nan
Kepler-1464,G,1.01,5828.0,,0.9817738777440116,1.4143922901444046,#fff4ea,0.03,4.0563705870728134e+26,1.02,19 08 57,+38 45 15,"['Kepler-1464 b', 'Kepler-1464 c']",,0,[],2,nan
Kepler-1465,K,0.71,4726.0,,0.4538337564848612,0.653815487181693,#ffd2a1,-0.06,8.66778782021722e+25,0.75,19 19 17,+51 54 17,['Kepler-1465 b'],,0,[],1,nan
Kepler-1466,G,1.02,5884.0,,1.0106400682278092,1.455978360207646,#fff4ea,-0.07,4.2984086819819805e+26,1.01,19 19 19,+44 36 36,['Kepler-1466 b'],,0,[],1,nan
Kepler-1467,G,0.82,5332.0,,0.6671832682491139,0.9611774076667206,#fff4ea,-0.07,1.873289818701634e+26,0.86,19 40 12,+45 20 34,['Kepler-1467 b'],,0,[],1,nan
Kepler-1468,G,1.05,5893.0,,1.043549835223416,1.503389807756032,#fff4ea,0.03,4.5829072452965476e+26,1.04,19 34 05,+41 16 39,"['Kepler-1468 b', 'Kepler-1468 c']",,0,[],2,nan
Kepler-1469,G,0.89,5507.0,,0.7724514134329329,1.1128319345603532,#fff4ea,0.02,2.51105961971342e+26,0.92,19 35 17,+39 23 29,['Kepler-1469 b'],,0,[],1,nan
Kepler-147,F,1.4680000000000002,6012.0,1106.65,1.5185007543070177,2.18762772992654,#f8f7ff,,9.703864057657538e+26,0.98,19 11 54,+39 05 13,"['Kepler-147 c', 'Kepler-147 b']",3607.679,0,[],2,325.8721112424329 -570.1569575436632 3549.164341016951
Kepler-1470,K,0.76,4961.0,,0.535307168139729,0.7711901371990699,#ffd2a1,-0.01,1.2059263859150789e+26,0.8,19 14 47,+39 52 59,['Kepler-1470 b'],,0,[],1,nan
Kepler-1471,G,0.93,5660.0,,0.8526422000729009,1.2283587711724795,#fff4ea,-0.03,3.059484990034012e+26,0.95,19 18 40,+50 01 12,['Kepler-1471 b'],,0,[],1,nan
Kepler-1472,F,1.25,6159.0,,1.3570049559710071,1.9549688486553816,#f8f7ff,0.03,7.749568963041664e+26,1.16,19 39 25,+49 03 27,['Kepler-1472 b'],,0,[],1,nan
Kepler-1473,F,1.09,6046.0,,1.140286010371138,1.6427527541621818,#f8f7ff,-0.01,5.471951913858707e+26,1.09,19 22 33,+48 59 46,['Kepler-1473 b'],,0,[],1,nan
Kepler-1474,G,1.04,5870.0,,1.0255587736814709,1.4774709894687563,#fff4ea,0.04,4.4262484593158347e+26,1.04,19 38 47,+45 52 01,['Kepler-1474 b'],,0,[],1,nan
Kepler-1475,F,1.28,6214.0,,1.414501720582355,2.037801548137473,#f8f7ff,0.03,8.420185125760678e+26,1.18,19 43 48,+44 45 11,['Kepler-1475 b'],,0,[],1,nan
Kepler-1476,G,0.96,5663.0,,0.8810800522338158,1.2693277557385485,#fff4ea,0.06,3.2669720397147125e+26,0.98,18 58 08,+43 59 24,['Kepler-1476 b'],,0,[],1,nan
Kepler-1477,K,0.78,5100.0,,0.5806119464487894,0.8364584546799557,#ffd2a1,-0.06,1.418687083769612e+26,0.81,18 45 12,+42 41 09,['Kepler-1477 b'],,0,[],1,nan
Kepler-1478,G,1.06,5904.0,,1.0574250037617998,1.5233790658225022,#fff4ea,0.03,4.7055872540596714e+26,1.04,19 32 40,+41 44 46,['Kepler-1478 b'],,0,[],1,nan
Kepler-1479,G,0.98,5796.0,,0.9421799149505088,1.3573512576002524,#fff4ea,-0.02,3.735789211600816e+26,0.99,19 02 51,+49 42 24,['Kepler-1479 b'],,0,[],1,nan
Kepler-148,G,0.851,5272.0,934.81,0.6769106949243063,0.9751912224607668,#fff4ea,,1.9283125666531178e+26,0.777,19 19 08,+46 51 31,"['Kepler-148 c', 'Kepler-148 b', 'Kepler-148 d']",3047.4805999999994,0,[],3,-2139.1447047359684 -2020.1793462739777 799.3663618243348
Kepler-1480,K,0.81,5156.0,,0.6162569764443157,0.8878104581815032,#ffd2a1,0.07,1.5982266844359064e+26,0.85,19 27 59.9,+49 18 07,['Kepler-1480 b'],,0,[],1,nan
Kepler-1481,K,0.75,4908.0,,0.5170367155384613,0.7448688142524231,#ffd2a1,0.04,1.1250127592971628e+26,0.8,19 17 45,+49 43 52,['Kepler-1481 b'],,0,[],1,nan
Kepler-1482,G,0.84,5381.0,,0.6960753953546656,1.0028008433175717,#fff4ea,-0.04,2.0390470419970383e+26,0.88,19 01 15,+48 43 31,['Kepler-1482 b'],,0,[],1,nan
Kepler-1483,F,1.4,6337.0,,1.6089645019390073,2.3179543052091,#f8f7ff,0.04,1.0894507567041225e+27,1.25,19 41 38,+42 09 03,['Kepler-1483 b'],,0,[],1,nan
Kepler-1484,G,0.92,5730.0,,0.8644663323984751,1.2453932044346159,#fff4ea,-0.17,3.144929016812975e+26,0.94,19 30 44,+38 07 35,['Kepler-1484 b'],,0,[],1,nan
Kepler-1485,F,1.12,6087.0,,1.1876149029268932,1.7109371113236864,#f8f7ff,0.02,5.935618193886992e+26,1.11,19 52 23,+44 44 13,['Kepler-1485 b'],,0,[],1,nan
Kepler-1486,G,1.12,5965.0,,1.1404859285282885,1.643040766205019,#fff4ea,0.06,5.473870798119725e+26,1.08,19 22 22,+45 26 23,['Kepler-1486 b'],,0,[],1,nan
Kepler-1487,F,1.63,6541.0,,1.9958454819728548,2.875314291829219,#f8f7ff,0.04,1.6763647124686872e+27,1.38,19 41 59.6,+38 38 40,['Kepler-1487 b'],,0,[],1,nan
Kepler-1488,G,1.31,5820.0,,1.2698963576291409,1.8294758683541217,#fff4ea,0.06,6.786584094363987e+26,1.05,19 06 35,+49 56 16,['Kepler-1488 b'],,0,[],1,nan
Kepler-1489,G,0.9,5655.0,,0.8236804165905642,1.1866349850799252,#fff4ea,-0.13,2.8551712438875606e+26,0.93,18 45 11,+44 27 55,['Kepler-1489 b'],,0,[],1,nan
Kepler-149,G,0.953,5381.0,588.12,0.7897141092535669,1.1377014329543402,#fff4ea,,2.624547725290658e+26,0.909,19 03 24,+38 23 02,"['Kepler-149 b', 'Kepler-149 d', 'Kepler-149 c']",1917.2712,0,[],3,-1484.8469962648855 51.912791632775274 1213.25646412003
Kepler-1490,G,0.87,5515.0,,0.7572883900850391,1.090987328786342,#fff4ea,-0.08,2.413444284355753e+26,0.9,19 42 46,+42 36 34,['Kepler-1490 b'],,0,[],1,nan
Kepler-1491,G,0.99,5728.0,,0.9295916751181352,1.3392160130505493,#fff4ea,0.06,3.636630119979362e+26,1.0,19 34 31,+45 44 26,['Kepler-1491 b'],,0,[],1,nan
Kepler-1492,K,0.72,4712.0,,0.4575031330931939,0.6591017736699705,#ffd2a1,0.06,8.80851757086544e+25,0.77,19 14 23,+41 02 11,['Kepler-1492 b'],,0,[],1,nan
Kepler-1493,G,1.29,5863.0,,1.2690551949341269,1.8282640475290264,#fff4ea,0.06,6.777596383399225e+26,1.06,19 14 12,+38 33 55,['Kepler-1493 b'],,0,[],1,nan
Kepler-1494,G,0.94,5659.0,,0.8615058960326407,1.2411282525284588,#fff4ea,0.01,3.123425761385368e+26,0.96,18 50 38,+43 09 45,['Kepler-1494 b'],,0,[],1,nan
Kepler-1495,G,1.04,5831.0,,1.0119765168556094,1.4579037145872904,#fff4ea,0.06,4.309784444401502e+26,1.03,19 04 31,+38 46 47,['Kepler-1495 b'],,0,[],1,nan
Kepler-1496,F,1.27,6182.0,,1.3890335480786349,2.001110831822936,#f8f7ff,0.05,8.119703108228903e+26,1.18,19 35 54,+45 21 03,['Kepler-1496 b'],,0,[],1,nan
Kepler-1497,G,0.95,5675.0,,0.8756012030361747,1.2614346530194032,#fff4ea,0.01,3.2264681255621856e+26,0.96,19 44 47,+45 38 04,['Kepler-1497 b'],,0,[],1,nan
Kepler-1498,G,0.81,5256.0,,0.6403932484156684,0.9225823723289388,#fff4ea,-0.01,1.7258703548865222e+26,0.86,18 59 07,+44 55 00,['Kepler-1498 b'],,0,[],1,nan
Kepler-1499,K,0.78,5097.0,,0.5799290744744021,0.8354746753417353,#ffd2a1,-0.01,1.4153519407299141e+26,0.82,18 55 57,+41 39 01,['Kepler-1499 b'],,0,[],1,nan
Kepler-15,G,0.98,5514.0,,0.8527281731570249,1.228482628274508,#fff4ea,0.36,3.0601020052870893e+26,1.0,19 44 48.14,+49 08 24.43,['Kepler-15 b'],,0,[],1,nan
Kepler-150,G,0.939,5560.0,973.33,0.8307420387724248,1.196808309300862,#fff4ea,,2.9043373227853327e+26,0.97,19 12 56,+40 31 15,"['Kepler-150 c', 'Kepler-150 d', 'Kepler-150 e', 'Kepler-150 b']",3173.0558,0,[],4,-2114.152016333517 2147.5214603844042 998.2278630618329
Kepler-1500,G,1.0,5845.0,,0.9777324822689056,1.4085700547692392,#fff4ea,-0.05,4.0230438566795635e+26,1.0,19 15 32,+39 44 40,['Kepler-1500 b'],,0,[],1,nan
Kepler-1501,F,1.3,6229.0,,1.4435473261618232,2.0796460925131868,#f8f7ff,0.04,8.769538379848161e+26,1.2,19 19 40,+42 00 05,['Kepler-1501 b'],,0,[],1,nan
Kepler-1502,F,1.72,6666.0,,2.18730868878804,3.151145712591803,#f8f7ff,0.05,2.0134221225234265e+27,1.44,19 44 26,+39 19 12,['Kepler-1502 b'],,0,[],1,nan
Kepler-1503,K,0.74,5069.0,,0.544160877292381,0.7839452310639294,#ffd2a1,-0.19,1.2461470949027009e+26,0.77,19 34 55,+42 48 24,['Kepler-1503 b'],,0,[],1,nan
Kepler-1504,G,0.81,5393.0,,0.6742126116028966,0.971304229402102,#fff4ea,-0.17,1.9129711656245272e+26,0.85,19 18 51,+50 07 42,['Kepler-1504 b'],,0,[],1,nan
Kepler-1505,G,0.86,5686.0,,0.7957253144812215,1.1463614742542851,#fff4ea,-0.18,2.6646552526540406e+26,0.93,19 28 00,+41 47 13,['Kepler-1505 b'],,0,[],1,nan
Kepler-1506,G,0.93,5676.0,,0.8574696055742939,1.2353133716944045,#fff4ea,-0.05,3.094226842045012e+26,0.95,19 20 36,+41 27 53,['Kepler-1506 b'],,0,[],1,nan
