PlanetIdentifier,TypeFlag,PlanetaryMassJpt,RadiusJpt,PeriodDays,SemiMajorAxisAU,Eccentricity,SurfaceTempK,DiscoveryMethod,DiscoveryYear,HostStarMassSlrMass,HostStarRadiusSlrRad,HostStarMetallicity,HostStarTempK,ListsPlanetIsOn,HostStar
Kepler-301 c,0,,0.12303,5.419026000000001,,,,transit,2014.0,0.97,0.9,,5815.0,Confirmed planets,Kepler-301
HD 107148 b,0,0.21,,48.056000000000004,0.26899999999999996,0.05,537.4,RV,2006.0,1.12,,0.314,5797.0,Confirmed planets,HD 107148
Kepler-185 c,0,,0.18408,20.729042,,,,transit,2014.0,0.773,0.8059999999999999,,5208.0,Confirmed planets,Kepler-185
Kepler-185 b,0,,0.10662,1.6329,,,,transit,2014.0,0.773,0.8059999999999999,,5208.0,Confirmed planets,Kepler-185
HD 22781 b,0,13.65,,528.07,1.167,0.8191,167.0,RV,2011.0,0.75,,-0.37,5027.0,Confirmed planets,HD 22781
Kepler-694 b,0,,0.25,6.36584161,,,,transit,2016.0,0.97,0.95,0.0,5700.0,Confirmed planets,Kepler-694
Kepler-140 b,0,,0.14672000000000002,3.25427,,,,transit,2014.0,1.207,1.288,,6077.0,Confirmed planets,Kepler-140
Kepler-140 c,0,,0.16403,91.353282,,,,transit,2014.0,1.207,1.288,,6077.0,Confirmed planets,Kepler-140
Kepler-680 b,0,,0.21600000000000003,3.68992629,,,,transit,2016.0,1.08,1.11,0.13,5890.0,Confirmed planets,Kepler-680
Kepler-1238 b,0,,0.172,4.14787559,,,,transit,2016.0,1.3,1.48,0.05,6386.0,Confirmed planets,Kepler-1238
Kepler-67 b,0,,0.267923,15.7259,0.1171,,,transit,2013.0,0.865,0.778,0.012,5331.0,"Confirmed planets, Planets in open clusters",Kepler-67
Kepler-50 b,0,0.015962999999999998,0.155832,7.812539999999999,0.077,,,transit,2012.0,1.24,1.58,0.03,6225.0,Confirmed planets,Kepler-50
Kepler-50 c,0,0.026041,0.1977527,9.37647,0.087,,,transit,2012.0,1.24,1.58,0.03,6225.0,Confirmed planets,Kepler-50
HD 1502 b,0,3.1,,431.8,1.31,0.10099999999999999,412.3,RV,2011.0,1.61,4.5,0.09,5049.0,Confirmed planets,HD 1502
HD 175541 b,0,0.61,,297.3,1.03,0.33,428.3,RV,2007.0,1.65,3.85,-0.07,5060.0,Confirmed planets,HD 175541
OGLE-2013-BLG-0341L B b,2,0.005222,,,0.7020000000000001,,,microlensing,2014.0,0.1127,,,,"Confirmed planets, Planets in binary systems, S-type",OGLE-2013-BLG-0341L B
42 Dra b,0,3.88,,479.1,1.19,0.38,,RV,2009.0,0.98,22.03,-0.46,4200.0,Confirmed planets,42 Dra
Kepler-1367 b,0,,0.08199999999999999,1.57409027,,,,transit,2016.0,0.62,0.6,-0.06,4106.0,Confirmed planets,Kepler-1367
HD 99109 b,0,0.502,,439.3,1.105,0.09,231.3,RV,2006.0,0.93,,0.315,5272.0,Confirmed planets,HD 99109
Kepler-636 b,0,,0.397,16.08066115,,,,transit,2016.0,0.85,0.8,-0.02,5203.0,Confirmed planets,Kepler-636
HD 136352 b,0,0.0166,,11.577,0.0933,0.18,842.3,RV,2011.0,,,,5940.0,Confirmed planets,HD 136352
HD 136352 c,0,0.0358,,27.581999999999997,0.1665,0.16,630.8,RV,2011.0,,,,5940.0,Confirmed planets,HD 136352
HD 136352 d,0,0.03,,106.72,0.41100000000000003,0.43,397.3,RV,2011.0,,,,5940.0,Confirmed planets,HD 136352
Kepler-1376 b,0,,0.094,5.30880656,,,,transit,2016.0,0.98,0.97,0.07,5659.0,Confirmed planets,Kepler-1376
HD 86226 b,0,0.92,,1695.0,2.84,0.15,154.0,RV,2010.0,1.06,1.02,0.05,5940.0,Confirmed planets,HD 86226
Kepler-1234 b,0,,0.251,11.94014029,,,,transit,2016.0,0.8,0.76,0.01,4967.0,Confirmed planets,Kepler-1234
GJ 3138 b,0,0.0132,,5.974,0.057,0.11,,RV,2017.0,0.6809999999999999,0.5,-0.3,3717.0,Confirmed planets,GJ 3138
GJ 3138 c,0,0.0056,,1.22003,0.0197,0.19,,RV,2017.0,0.6809999999999999,0.5,-0.3,3717.0,Confirmed planets,GJ 3138
GJ 3138 d,0,0.033,,257.8,0.698,0.32,,RV,2017.0,0.6809999999999999,0.5,-0.3,3717.0,Confirmed planets,GJ 3138
HD 125595 b,0,0.042,,9.6737,0.0809,0.0,584.9,RV,2009.0,0.7559999999999999,,0.02,4908.0,Confirmed planets,HD 125595
Kepler-492 b,0,,0.856,11.72012266,,,,transit,2016.0,0.94,0.91,0.07,5527.0,Confirmed planets,Kepler-492
Kepler-424 b,0,1.03,0.89,3.3118644,0.044000000000000004,,1143.0,transit,2014.0,1.01,0.94,0.44,5460.0,Confirmed planets,Kepler-424
Kepler-424 c,0,6.97,,223.3,0.73,0.3185,,RV,2014.0,1.01,0.94,0.44,5460.0,Confirmed planets,Kepler-424
Kepler-867 b,0,,0.414,150.242127,,,,transit,2016.0,0.92,0.91,-0.02,5541.0,Confirmed planets,Kepler-867
Kepler-236 c,0,,0.18225999999999998,23.968127,,,,transit,2014.0,0.5489999999999999,0.51,,3750.0,Confirmed planets,Kepler-236
Kepler-236 b,0,,0.14307,8.295611,,,,transit,2014.0,0.5489999999999999,0.51,,3750.0,Confirmed planets,Kepler-236
Kepler-814 b,0,,0.18899999999999997,6.146985099999999,,,,transit,2016.0,1.15,1.22,0.01,6162.0,Confirmed planets,Kepler-814
Kepler-231 c,0,,0.17588,19.271566,,,,transit,2014.0,0.58,0.49,,3767.0,Confirmed planets,Kepler-231
Kepler-231 b,0,,0.15766,10.065275,,,,transit,2014.0,0.58,0.49,,3767.0,Confirmed planets,Kepler-231
Kepler-718 b,0,,1.4769999999999999,2.0523499,,,,transit,2016.0,1.18,1.3,0.06,6191.0,Confirmed planets,Kepler-718
Oph 11 B,0,21.0,,,,,2478.0,imaging,2007.0,0.051,,,2838.0,Confirmed planets,Oph 11
CoRoT-14 b,0,7.6,1.09,1.51214,0.027000000000000003,0.0,1781.4,transit,2010.0,1.13,1.21,0.05,6035.0,Confirmed planets,CoRoT-14
Kepler-497 b,0,,0.539,3.57320367,,,,transit,2016.0,1.09,1.11,0.24,5834.0,Confirmed planets,Kepler-497
Kepler-332 b,0,,0.10662,7.626324,,,,transit,2014.0,,0.72,,4955.0,Confirmed planets,Kepler-332
Kepler-332 c,0,,0.09933,15.995622000000001,,,,transit,2014.0,,0.72,,4955.0,Confirmed planets,Kepler-332
Kepler-332 d,0,,0.10753,34.21154,,,,transit,2014.0,,0.72,,4955.0,Confirmed planets,Kepler-332
HD 39392 b,0,13.2,,394.3,0.11,0.39399999999999996,,RV,2016.0,1.08,,-0.32,5951.0,Controversial,HD 39392
Kepler-788 b,0,,0.22699999999999998,8.39846269,,,,transit,2016.0,1.16,1.23,0.05,6159.0,Confirmed planets,Kepler-788
WASP-75 b,0,1.07,1.27,2.484193,0.0375,0.0,1710.0,transit,2013.0,1.14,1.26,0.07,6100.0,Confirmed planets,WASP-75
HD 221585 b,0,1.61,,1173.0,2.306,0.12300000000000001,,RV,2016.0,1.19,,0.29,5620.0,Confirmed planets,HD 221585
Gliese 163 b,0,0.033344,,8.63182,0.0607,0.073,,RV,2012.0,0.4,,,,Confirmed planets,Gliese 163
Gliese 163 c,0,0.021391,,25.63058,0.1254,0.099,302.0,RV,2012.0,0.4,,,,Confirmed planets,Gliese 163
Gliese 163 d,0,0.092484,,,1.0304,0.373,,RV,2013.0,0.4,,,,Confirmed planets,Gliese 163
Kepler-291 b,0,,0.19684000000000001,3.546511,,,,transit,2014.0,1.01,1.016,,6002.0,Confirmed planets,Kepler-291
Kepler-291 c,0,,0.17132,5.700786,,,,transit,2014.0,1.01,1.016,,6002.0,Confirmed planets,Kepler-291
Kepler-898 b,0,,0.133,5.8706191,,,,transit,2016.0,0.65,0.62,-0.06,4223.0,Confirmed planets,Kepler-898
KELT-15 b,0,0.91,1.443,3.3294410000000005,0.046130000000000004,,1642.0,transit,2015.0,1.181,1.4809999999999999,0.047,6003.0,Confirmed planets,KELT-15
Kepler-100 c,0,,0.200487,12.8159,0.11,0.02,,transit,2014.0,1.08,1.49,0.02,5825.0,Confirmed planets,Kepler-100
Kepler-100 b,0,0.0231,0.12029200000000001,6.88705,0.0727,0.13,,transit,2014.0,1.08,1.49,0.02,5825.0,Confirmed planets,Kepler-100
Kepler-100 d,0,,0.14672000000000002,35.3331,0.21600000000000003,,,transit,2014.0,1.08,1.49,0.02,5825.0,Confirmed planets,Kepler-100
Kepler-406 b,0,0.019975,0.13031600000000002,2.4262900000000003,,,,transit,2014.0,1.07,1.07,0.18,5538.0,Confirmed planets,Kepler-406
Kepler-406 c,0,0.008525,0.077461,4.62332,,,,transit,2014.0,1.07,1.07,0.18,5538.0,Confirmed planets,Kepler-406
Kepler-24 c,0,,0.36179,12.33336,,,,transit,2014.0,1.02,1.2890000000000001,,5897.0,Confirmed planets,Kepler-24
Kepler-24 b,0,,0.31258,8.145207000000001,,,,transit,2014.0,1.02,1.2890000000000001,,5897.0,Confirmed planets,Kepler-24
Kepler-24 e,0,,0.25334,18.998355,,,,transit,2014.0,1.02,1.2890000000000001,,5897.0,Confirmed planets,Kepler-24
Kepler-24 d,0,,0.15219000000000002,4.244383999999999,,,,transit,2014.0,1.02,1.2890000000000001,,5897.0,Confirmed planets,Kepler-24
Kepler-1643 b,0,,0.205,5.34264507,,,,transit,2016.0,0.92,0.88,-0.01,5508.0,Confirmed planets,Kepler-1643
Kepler-1293 b,0,,0.087,5.57654784,,,,transit,2016.0,1.18,1.28,0.0,6241.0,Confirmed planets,Kepler-1293
Kepler-1410 b,0,,0.159,60.866168,,,,transit,2016.0,0.63,0.6,0.01,4092.0,Confirmed planets,Kepler-1410
HD 188015 A b,2,1.26,,456.46,1.19,0.15,,RV,2004.0,1.09,1.1,0.29,,"Confirmed planets, Planets in binary systems, S-type",HD 188015 A
Kepler-970 b,0,,0.247,16.73652231,,,,transit,2016.0,0.7,0.67,-0.08,4511.0,Confirmed planets,Kepler-970
WASP-54 b,0,0.636,1.653,3.6936411,0.04987,0.067,1759.0,transit,2011.0,1.15,1.4,-0.27,6100.0,Confirmed planets,WASP-54
Kepler-536 b,0,,0.27699999999999997,1.8270823,,,,transit,2016.0,0.92,0.89,0.0,5524.0,Confirmed planets,Kepler-536
HD 108341 b,0,3.5,,1129.0,2.0,0.85,,RV,2014.0,0.843,0.79,0.04,5122.0,Confirmed planets,HD 108341
Kepler-895 b,0,,0.13699999999999998,2.80624233,,,,transit,2016.0,0.65,0.61,-0.16,4315.0,Confirmed planets,Kepler-895
EPIC 201613023 b,0,,0.214,8.282119999999999,0.0802,,1003.0,transit,2015.0,1.01,1.01,0.03,5800.0,Confirmed planets,EPIC 201613023
Kepler-1510 b,0,,0.3,84.703921,,,,transit,2016.0,1.19,1.28,0.04,6200.0,Confirmed planets,Kepler-1510
Kepler-172 b,0,,0.21416,2.940309,,,,transit,2014.0,0.85,1.085,,5526.0,Confirmed planets,Kepler-172
Kepler-172 c,0,,0.26063000000000003,6.388996,,,,transit,2014.0,0.85,1.085,,5526.0,Confirmed planets,Kepler-172
Kepler-172 d,0,,0.20504,14.627119,,,,transit,2014.0,0.85,1.085,,5526.0,Confirmed planets,Kepler-172
Kepler-172 e,0,,0.25151999999999997,35.118736,,,,transit,2014.0,0.85,1.085,,5526.0,Confirmed planets,Kepler-172
OGLE-2013-BLG-1761L b,0,2.8,,,1.8,,,,2017.0,0.33,,,,Confirmed planets,OGLE-2013-BLG-1761L
Kepler-1321 b,0,,0.439,11.12830484,,,,transit,2016.0,0.54,0.53,-0.45,4094.0,Confirmed planets,Kepler-1321
Kepler-1321 c,0,,0.214,2.22649109,,,,transit,2016.0,0.54,0.53,-0.45,4094.0,Confirmed planets,Kepler-1321
Kepler-212 c,0,,0.2497,31.805173999999997,,,,transit,2014.0,1.166,1.455,,5852.0,Confirmed planets,Kepler-212
Kepler-212 b,0,,0.09933,16.257582,,,,transit,2014.0,1.166,1.455,,5852.0,Confirmed planets,Kepler-212
Kepler-1189 b,0,,0.158,3.78858982,,,,transit,2016.0,1.11,1.16,0.08,6012.0,Confirmed planets,Kepler-1189
Kepler-1476 b,0,,0.149,10.35863224,,,,transit,2016.0,0.98,0.96,0.06,5663.0,Confirmed planets,Kepler-1476
HD 88133 b,0,0.22,,3.4160000000000004,0.047,0.133,1550.6,RV,2004.0,1.2,1.93,0.34,5494.0,Confirmed planets,HD 88133
WASP-46 b,0,2.101,1.31,1.4303700000000001,0.024480000000000002,0.0,1516.6,transit,2011.0,0.956,0.917,-0.37,5620.0,Confirmed planets,WASP-46
Kepler-946 b,0,,0.172,11.79162572,,,,transit,2016.0,0.94,0.93,-0.09,5665.0,Confirmed planets,Kepler-946
HD 102329 b,0,5.9,,778.1,2.01,0.21100000000000002,376.0,RV,2011.0,1.95,6.3,0.3,4830.0,Confirmed planets,HD 102329
alf Tau b,2,6.47,,628.96,1.46,0.1,,RV,2015.0,1.13,45.1,-0.27,4055.0,"Controversial, Planets in binary systems, S-type",alf Tau
Kepler-1623 b,0,,0.11699999999999999,4.36128348,,,,transit,2016.0,1.0,1.0,0.04,5772.0,Confirmed planets,Kepler-1623
HIP 91258 b,0,1.068,,5.0505,0.057,0.024,,RV,2013.0,0.95,1.0,0.23,5519.0,Confirmed planets,HIP 91258
Kepler-356 c,0,,0.16495,13.121632,,,,transit,2014.0,1.13,1.335,,6133.0,Confirmed planets,Kepler-356
Kepler-356 b,0,,0.14307,4.612696,,,,transit,2014.0,1.13,1.335,,6133.0,Confirmed planets,Kepler-356
Kepler-187 c,0,,0.24331999999999998,10.640263000000001,,,,transit,2014.0,1.0,1.287,,6105.0,Confirmed planets,Kepler-187
Kepler-187 b,0,,0.12849000000000002,4.938864,,,,transit,2014.0,1.0,1.287,,6105.0,Confirmed planets,Kepler-187
Kepler-1429 b,0,,0.115,4.48487493,,,,transit,2016.0,1.05,1.07,0.04,5902.0,Confirmed planets,Kepler-1429
Kepler-1503 b,0,,0.203,96.16986999999999,,,,transit,2016.0,0.77,0.74,-0.19,5069.0,Confirmed planets,Kepler-1503
Kepler-1614 b,0,,0.133,3.9466141,,,,transit,2016.0,0.79,0.76,-0.17,5121.0,Confirmed planets,Kepler-1614
WASP-37 b,0,1.696,1.136,3.577471,0.04339,0.0,1213.5,transit,2010.0,0.8490000000000001,0.977,-0.4,5800.0,Confirmed planets,WASP-37
Kepler-561 b,0,,0.621,58.3620495,,,,transit,2016.0,0.96,0.94,0.02,5646.0,Confirmed planets,Kepler-561
Kepler-561 c,0,,0.239,5.35016198,,,,transit,2016.0,0.96,0.94,0.02,5646.0,Confirmed planets,Kepler-561
Kepler-7 b,0,0.44,1.62,4.885525,0.06246,0.1,1486.8,transit,2010.0,1.32,1.96,0.1,6027.0,Confirmed planets,Kepler-7
HD 95127 b,0,5.01,,482.0,1.28,0.11,,RV,2015.0,1.2,20.0,-0.18,4218.0,Confirmed planets,HD 95127
HAT-P-14 b,2,2.2,1.2,4.627657,0.0594,0.095,1445.9,transit,2010.0,1.386,1.4680000000000002,0.11,6600.0,"Confirmed planets, Planets in binary systems, S-type",HAT-P-14
Kepler-1464 b,0,,0.14800000000000002,31.778590100000002,,,,transit,2016.0,1.02,1.01,0.03,5828.0,Confirmed planets,Kepler-1464
Kepler-1464 c,0,,0.08900000000000001,5.32786292,,,,transit,2016.0,1.02,1.01,0.03,5828.0,Confirmed planets,Kepler-1464
Kepler-1331 b,0,,0.094,0.78916165,,,,transit,2016.0,0.72,0.69,0.05,4508.0,Confirmed planets,Kepler-1331
Kepler-340 c,0,,0.30711,22.824669,,,,transit,2014.0,,1.85,,6620.0,Confirmed planets,Kepler-340
Kepler-340 b,0,,0.23056,14.844387,,,,transit,2014.0,,1.85,,6620.0,Confirmed planets,Kepler-340
Kepler-1432 b,0,,0.198,23.910901100000004,,,,transit,2016.0,1.09,1.13,0.02,6031.0,Confirmed planets,Kepler-1432
HD 102365 b,0,0.05,,122.1,0.46,0.34,355.1,RV,2011.0,0.85,,-0.28,5650.0,Confirmed planets,HD 102365
Kepler-623 b,0,,0.26899999999999996,9.07097734,,,,transit,2016.0,0.9,0.86,-0.03,5443.0,Confirmed planets,Kepler-623
Kepler-1602 b,0,,0.12,11.17931605,,,,transit,2016.0,1.22,1.36,0.02,6296.0,Confirmed planets,Kepler-1602
HD 216770 b,0,0.65,,118.45,0.46,0.37,338.2,RV,2003.0,0.9,1.0,0.23,5248.0,Confirmed planets,HD 216770
HD 106515 A b,0,9.61,,3630.0,4.59,0.5720000000000001,,RV,2011.0,0.97,1.62,0.03,,Confirmed planets,HD 106515 A
EPIC 201577035 b,0,0.085,0.3426,19.3044,,0.31,,transit,2015.0,0.92,0.98,-0.07,5620.0,Confirmed planets,EPIC 201577035
Wolf 1061 b,0,0.00428,,4.8876,0.035509,0.0,,RV,2015.0,0.25,0.26,-0.05,3345.0,Confirmed planets,Wolf 1061
Wolf 1061 c,0,0.0134,,17.867,0.08427,0.19,,RV,2015.0,0.25,0.26,-0.05,3345.0,Confirmed planets,Wolf 1061
Wolf 1061 d,0,0.0164,,67.27,0.2039,0.32,,RV,2015.0,0.25,0.26,-0.05,3345.0,Confirmed planets,Wolf 1061
EPIC 211916756 b,0,,0.33,10.135091000000001,0.0653,0.16,,,2016.0,0.43,0.44,,3410.0,Confirmed planets,EPIC 211916756
KOI-314 b,0,0.006197,0.109083,13.7813,0.091,0.05,446.0,transit,2014.0,0.521,0.442,-0.28,3841.0,Confirmed planets,KOI-314
KOI-314 c,0,0.002013,0.11045,23.0881,0.128,,376.0,transit,2014.0,0.521,0.442,-0.28,3841.0,Confirmed planets,KOI-314
Kepler-138 b,0,0.00020800000000000001,0.04757,10.3126,0.075,,,transit,2014.0,0.521,0.442,-0.28,3841.0,Confirmed planets,Kepler-138
HD 12648 b,0,2.9,,133.6,0.54,0.04,,RV,2015.0,1.2,9.2,-0.57,4835.8,Confirmed planets,HD 12648
Kepler-1579 b,0,,0.075,0.84990789,,,,transit,2016.0,0.75,0.7,0.11,4584.0,Confirmed planets,Kepler-1579
Kepler-394 b,0,,0.14581,8.005013,,,,transit,2014.0,1.17,1.1320000000000001,,6402.0,Confirmed planets,Kepler-394
Kepler-394 c,0,,0.15128,12.130686,,,,transit,2014.0,1.17,1.1320000000000001,,6402.0,Confirmed planets,Kepler-394
Kepler-495 b,0,,0.467,3.41303622,,,,transit,2016.0,0.86,0.83,-0.07,5346.0,Confirmed planets,Kepler-495
Kepler-879 b,0,,0.22899999999999998,33.3855938,,,,transit,2016.0,1.02,1.02,0.05,5792.0,Confirmed planets,Kepler-879
HD 134060 b,0,0.0351,,3.27,0.0444,0.4,1336.0,RV,2011.0,,,,5940.0,Confirmed planets,HD 134060
HD 134060 c,0,0.1507,,1160.9,2.2263,0.75,182.8,RV,2011.0,,,,5940.0,Confirmed planets,HD 134060
Kepler-1144 b,0,,0.17800000000000002,17.14647302,,,,transit,2016.0,0.98,0.96,-0.03,5753.0,Confirmed planets,Kepler-1144
Kepler-347 b,0,,0.17953,12.79836,,,,transit,2014.0,,1.005,,6088.0,Confirmed planets,Kepler-347
Kepler-347 c,0,,0.15947999999999998,27.320871,,,,transit,2014.0,,1.005,,6088.0,Confirmed planets,Kepler-347
HD 196067 b,0,6.9,,3638.0,5.02,0.66,177.2,RV,2011.0,1.29,1.73,0.18,5940.0,Confirmed planets,HD 196067
HD 149143 b,0,1.36,,4.088,0.052000000000000005,0.0,1389.4,RV,2005.0,1.1,,0.26,5730.0,Confirmed planets,HD 149143
Kepler-996 b,0,,0.177,3.77059058,,,,transit,2016.0,1.09,1.14,0.03,6014.0,Confirmed planets,Kepler-996
Kepler-763 b,0,,0.109,1.19655156,,,,transit,2016.0,0.84,0.8,0.01,5166.0,Confirmed planets,Kepler-763
HD 85390 b,0,0.132,,788.0,1.52,0.41,166.3,RV,2009.0,0.76,,-0.07,5186.0,Confirmed planets,HD 85390
Kepler-1241 b,0,,0.235,18.5525701,,,,transit,2016.0,0.84,0.8,-0.09,5261.0,Confirmed planets,Kepler-1241
HD 5891 b,0,7.6,,177.11,0.76,0.066,731.8,RV,2011.0,1.91,8.7,-0.02,4907.0,Confirmed planets,HD 5891
Kepler-422 b,0,0.43,1.15,7.8914482999999995,0.08199999999999999,0.016,976.0,transit,2014.0,1.15,1.24,0.23,5972.0,Confirmed planets,Kepler-422
HD 100655 b,0,1.7,,157.57,0.76,0.085,749.4,RV,2011.0,2.4,9.3,0.15,4861.0,Confirmed planets,HD 100655
HD 97658 b,0,0.023754977000000004,0.213245,9.4903,0.08,0.078,757.0,transit,2010.0,0.77,0.741,-0.23,5119.0,Confirmed planets,HD 97658
HIP 70849 b,2,9.0,,10000.0,10.0,0.6,,RV,2009.0,0.63,,,4105.0,"Confirmed planets, Planets in binary systems, S-type",HIP 70849
HD 37124 b,0,0.675,,154.378,0.53364,0.054000000000000006,306.6,RV,1999.0,0.83,0.82,-0.442,5610.0,Confirmed planets,HD 37124
HD 37124 c,0,0.652,,885.5,1.71,0.125,171.1,RV,2005.0,0.83,0.82,-0.442,5610.0,Confirmed planets,HD 37124
HD 37124 d,0,0.696,,1862.0,2.807,0.16,133.5,RV,2003.0,0.83,0.82,-0.442,5610.0,Confirmed planets,HD 37124
WASP-88 b,0,0.56,1.7,4.954,0.06431,,1772.0,transit,2013.0,1.45,2.08,-0.08,6431.0,Confirmed planets,WASP-88
Kepler-1328 b,0,,0.087,4.52158888,,,,transit,2016.0,1.0,0.99,0.0,5780.0,Confirmed planets,Kepler-1328
EPIC 211391664 b,0,0.10099999999999999,0.38,10.13675,0.0943,,,transit,2016.0,1.074,1.311,-0.2,6120.0,Confirmed planets,EPIC 211391664
Kepler-506 b,0,,0.244,6.883405499999999,,,,transit,2016.0,1.19,1.19,0.09,6236.0,Confirmed planets,Kepler-506
Kepler-1588 b,0,,0.068,7.84931739,,,,transit,2016.0,0.96,0.99,-0.14,5817.0,Confirmed planets,Kepler-1588
HIP 107773 b,0,1.98,,144.3,0.72,0.09,,RV,2015.0,2.42,11.6,0.03,4945.0,Confirmed planets,HIP 107773
Kepler-1086 b,0,,0.218,18.78425728,,,,transit,2016.0,0.7,0.66,0.06,4350.0,Confirmed planets,Kepler-1086
Kepler-1086 c,0,,0.262,161.5163345,,,,transit,2016.0,0.7,0.66,0.06,4350.0,Confirmed planets,Kepler-1086
KELT-18 b,0,1.18,1.57,2.8717517999999997,0.0455,0.0,,,2017.0,1.524,1.9080000000000001,0.09,6670.0,Confirmed planets,KELT-18
HD 93385 b,0,0.0263,,13.186,0.1116,0.15,851.8,RV,2011.0,,,,5940.0,Confirmed planets,HD 93385
HD 93385 c,0,0.0318,,46.025,0.257,0.24,560.1,RV,2011.0,,,,5940.0,Confirmed planets,HD 93385
Kepler-789 b,0,,0.18899999999999997,8.63847725,,,,transit,2016.0,1.01,1.02,-0.06,5870.0,Confirmed planets,Kepler-789
HD 155233 b,0,2.0,,885.0,2.07,0.03,,RV,2015.0,1.5,5.03,0.1,4845.0,Confirmed planets,HD 155233
EPIC 201295312 b,0,,0.2453,5.65639,,0.12,,transit,2015.0,1.13,1.52,0.13,5830.0,Confirmed planets,EPIC 201295312
Kepler-873 b,0,,0.335,20.5533844,,,,transit,2016.0,1.18,1.27,0.07,6163.0,Confirmed planets,Kepler-873
Kepler-1389 b,0,,0.158,99.25309509999998,,,,transit,2016.0,0.81,0.74,-0.14,5078.0,Confirmed planets,Kepler-1389
Kepler-16 (AB) b,1,0.33299999999999996,0.7538,228.77599999999998,0.7048,0.00685,,transit,2011.0,,,,,"Confirmed planets, Planets in binary systems, P-type",Kepler-16 (AB)
Kepler-501 b,0,,0.384,5.64067757,,,,transit,2016.0,1.03,1.04,-0.03,5904.0,Confirmed planets,Kepler-501
Kepler-516 b,0,,0.512,24.85462415,,,,transit,2016.0,1.62,2.02,0.01,7099.0,Confirmed planets,Kepler-516
KELT-6 b,0,0.442,1.18,7.845582,0.08,0.028999999999999998,,transit,2013.0,1.126,1.5290000000000001,-0.27,6272.0,Confirmed planets,KELT-6
KELT-6 c,0,3.71,,1276.0,2.39,0.21,,RV,2015.0,1.126,1.5290000000000001,-0.27,6272.0,Confirmed planets,KELT-6
HAT-P-16 b,2,4.1930000000000005,1.19,2.7759712000000003,0.0413,0.036000000000000004,1567.0,transit,2010.0,1.216,1.158,0.12,6140.0,"Confirmed planets, Planets in binary systems, S-type",HAT-P-16
XO-2S b,2,0.259,,18.157,0.1344,0.18,,RV,2014.0,0.98,1.02,0.39,5395.0,"Confirmed planets, Planets in binary systems, S-type",XO-2S
XO-2S c,2,1.37,,120.8,0.4756,0.1528,,RV,2014.0,0.98,1.02,0.39,5395.0,"Confirmed planets, Planets in binary systems, S-type",XO-2S
XO-2N b,2,0.597,0.973,2.61585922,0.03673,,,transit,2007.0,0.97,1.01,0.43,5332.0,"Confirmed planets, Planets in binary systems, S-type",XO-2N
XO-2N c,2,,,,,,,RV,2015.0,0.97,1.01,0.43,5332.0,"Controversial, Planets in binary systems, S-type",XO-2N
Kepler-730 b,0,,0.8220000000000001,6.49168426,,,,transit,2016.0,1.0,1.01,0.07,5726.0,Confirmed planets,Kepler-730
EPIC 210490365 b,0,,0.306,3.484552,,0.27,,transit,2015.0,0.294,0.295,0.15,3180.0,"Confirmed planets, Planets in open clusters",EPIC 210490365
Kepler-696 b,0,,0.5479999999999999,4.19042557,,,,transit,2016.0,1.06,1.08,0.07,5903.0,Confirmed planets,Kepler-696
Kepler-842 b,0,,0.14300000000000002,1.21956827,,,,transit,2016.0,0.78,0.73,-0.02,4848.0,Confirmed planets,Kepler-842
Kepler-567 b,0,,0.201,16.54297375,,,,transit,2016.0,0.84,0.79,0.0,5148.0,Confirmed planets,Kepler-567
OGLE-TR-111 b,0,0.54,1.077,4.01451,0.047,0.0,940.0,transit,2004.0,0.82,0.831,0.12,5070.0,Confirmed planets,OGLE-TR-111
HD 33844 b,0,1.92,,547.9,1.59,0.16,,RV,2015.0,1.78,5.29,0.27,4861.0,Confirmed planets,HD 33844
HD 33844 c,0,1.68,,924.3,2.25,0.09,,RV,2015.0,1.78,5.29,0.27,4861.0,Confirmed planets,HD 33844
EPIC 201629650 b,2,,0.174,39.91488,0.2114,,511.0,transit,2015.0,0.8,0.78,-0.54,5698.0,"Confirmed planets, Planets in binary systems, S-type",EPIC 201629650
Kepler-1358 b,0,,0.1,7.06317341,,,,transit,2016.0,0.82,0.79,-0.08,5181.0,Confirmed planets,Kepler-1358
Kepler-1259 b,0,,0.128,0.66308526,,,,transit,2016.0,0.8,0.77,-0.07,5053.0,Confirmed planets,Kepler-1259
Kepler-1445 b,0,,0.086,10.60052251,,,,transit,2016.0,1.13,1.26,-0.03,6150.0,Confirmed planets,Kepler-1445
Kepler-300 c,0,,0.20504,40.714954999999996,,,,transit,2014.0,1.035,0.9,,5986.0,Confirmed planets,Kepler-300
Kepler-300 b,0,,0.15219000000000002,10.446347,,,,transit,2014.0,1.035,0.9,,5986.0,Confirmed planets,Kepler-300
Kepler-1046 b,0,,0.153,14.37508035,,,,transit,2016.0,1.04,1.04,0.0,5913.0,Confirmed planets,Kepler-1046
HD 11977 b,0,6.5,,621.6,1.89,0.3,,RV,2005.0,2.31,13.0,-0.16,4975.0,Confirmed planets,HD 11977
Kepler-586 b,0,,0.249,2.10472218,,,,transit,2016.0,0.94,0.92,0.0,5575.0,Confirmed planets,Kepler-586
Kepler-319 c,0,,0.23967,6.941357000000001,,,,transit,2014.0,0.96,0.903,,5526.0,Confirmed planets,Kepler-319
